,coef,std err,t,P>|t|,[0.025,0.975]
DisplayName_Calvin Munson,1.3575,6.562,0.207,0.836,-11.504,14.219
DisplayName_Calvin Ridley,-8.1874,5.181,-1.58,0.114,-18.342,1.967
DisplayName_Cam Newton,5.3657,5.41,0.992,0.321,-5.239,15.97
DisplayName_Cam Phillips,-1.3338,3.637,-0.367,0.714,-8.462,5.794
DisplayName_Cam Robinson,-0.3168,5.257,-0.06,0.952,-10.621,9.988
DisplayName_Cam Thomas,3.5446,2.986,1.187,0.235,-2.309,9.398
DisplayName_Cameron Artis-Payne,-4.8695,4.303,-1.132,0.258,-13.304,3.565
DisplayName_Cameron Batson,-10.3561,9.071,-1.142,0.254,-28.135,7.423
DisplayName_Cameron Brate,-3.2659,2.644,-1.235,0.217,-8.449,1.917
DisplayName_Cameron Erving,-0.5841,0.598,-0.978,0.328,-1.755,0.587
DisplayName_Cameron Fleming,0.1425,5.366,0.027,0.979,-10.375,10.66
DisplayName_Cameron Heyward,-10.6571,9.977,-1.068,0.285,-30.213,8.898
DisplayName_Cameron Jordan,-9.9551,11.774,-0.845,0.398,-33.032,13.122
DisplayName_Cameron Lee,-3.9479,2.348,-1.681,0.093,-8.551,0.655
DisplayName_Cameron Lynch,-2.6643,4.105,-0.649,0.516,-10.711,5.382
DisplayName_Cameron Malveaux,-13.9675,18.025,-0.775,0.438,-49.297,21.362
DisplayName_Cameron Meredith,-3.8449,2.242,-1.715,0.086,-8.24,0.55
DisplayName_Cameron Sutton,-5.8059,2.061,-2.817,0.005,-9.846,-1.766
DisplayName_Cameron Tom,-6.9063,3.011,-2.294,0.022,-12.808,-1.004
DisplayName_Cameron Wake,6.1074,11.779,0.519,0.604,-16.979,29.194
DisplayName_Cap Capi,-20.4401,22.367,-0.914,0.361,-64.279,23.399
DisplayName_Captain Munnerlyn,-2.6513,1.963,-1.35,0.177,-6.499,1.197
DisplayName_Caraun Reid,-9.7125,10.583,-0.918,0.359,-30.455,11.03
DisplayName_Carl Davis,0.2149,1.397,0.154,0.878,-2.522,2.952
DisplayName_Carl Lawson,-14.433,17.794,-0.811,0.417,-49.309,20.443
DisplayName_Carl Nassib,-14.5038,15.394,-0.942,0.346,-44.676,15.668
DisplayName_Carlos Dunlap,-10.9878,12.517,-0.878,0.38,-35.521,13.545
DisplayName_Carlos Hyde,-2.4705,2.282,-1.082,0.279,-6.944,2.003
DisplayName_Carlos Thompson,1.1267,8.176,0.138,0.89,-14.897,17.151
DisplayName_Carlos Watkins,-7.9643,9.245,-0.861,0.389,-26.084,10.156
DisplayName_Carlton Davis,-0.8117,3.867,-0.21,0.834,-8.391,6.768
DisplayName_Carroll Phillips,-20.4333,24.364,-0.839,0.402,-68.185,27.319
DisplayName_Carson Palmer,1.4821,2.668,0.555,0.579,-3.747,6.711
DisplayName_Carson Wentz,2.874,3.167,0.907,0.364,-3.334,9.082
DisplayName_Case Keenum,-1.4226,2.811,-0.506,0.613,-6.932,4.087
DisplayName_Casey Hayward,-4.8703,1.418,-3.434,0.001,-7.65,-2.091
DisplayName_Cassanova McKinzy,3.5083,9.042,0.388,0.698,-14.215,21.231
DisplayName_Cassius Marsh,0.358,6.739,0.053,0.958,-12.85,13.566
DisplayName_Cedric Ogbuehi,-3.3886,3.012,-1.125,0.261,-9.292,2.515
DisplayName_Cedric Thornton,-9.3176,9.89,-0.942,0.346,-28.702,10.066
DisplayName_Cethan Carter,-1.7601,2.259,-0.779,0.436,-6.188,2.668
DisplayName_Chad Beebe,3.607,7.502,0.481,0.631,-11.097,18.311
DisplayName_Chad Hansen,-5.6495,2.513,-2.248,0.025,-10.575,-0.724
DisplayName_Chad Henne,0.4592,1.703,0.27,0.787,-2.879,3.797
DisplayName_Chad Slade,0.142,0.91,0.156,0.876,-1.641,1.925
DisplayName_Chad Thomas,-10.0189,14.519,-0.69,0.49,-38.476,18.438
DisplayName_Chad Wheeler,-1.4114,4.655,-0.303,0.762,-10.534,7.712
DisplayName_Chad Williams,-4.7643,2.172,-2.193,0.028,-9.022,-0.507
DisplayName_Chance Warmack,3.1147,2.884,1.08,0.28,-2.539,8.768
DisplayName_Chandler Jones,5.8935,12.163,0.485,0.628,-17.947,29.733
DisplayName_Chandon Sullivan,-4.5454,2.127,-2.137,0.033,-8.713,-0.377
DisplayName_Channing Ward,-15.938,15.38,-1.036,0.3,-46.083,14.207
DisplayName_Charcandrick West,-10.3924,6.829,-1.522,0.128,-23.778,2.993
DisplayName_Charles Clay,-1.9672,2.309,-0.852,0.394,-6.493,2.558
DisplayName_Charles Harris,-20.174,22.058,-0.915,0.36,-63.406,23.058
DisplayName_Charles Johnson,-12.0577,14.13,-0.853,0.393,-39.753,15.637
DisplayName_Charles Leno Jr.,-3.1788,2.506,-1.269,0.205,-8.09,1.732
DisplayName_Charles Sims,-7.6408,5.387,-1.418,0.156,-18.199,2.917
DisplayName_Charles Tapper,-15.2148,16.585,-0.917,0.359,-47.722,17.292
DisplayName_Charles Washington,-1.1183,2.389,-0.468,0.64,-5.8,3.563
DisplayName_Charone Peake,-3.4323,2.266,-1.515,0.13,-7.873,1.009
DisplayName_Charvarius Ward,-3.2883,3.004,-1.094,0.274,-9.177,2.6
DisplayName_Chase Allen,1.183,7.097,0.167,0.868,-12.727,15.093
DisplayName_Chase Daniel,3.5689,1.993,1.791,0.073,-0.336,7.474
DisplayName_Chase Edmonds,-7.7056,5.431,-1.419,0.156,-18.35,2.939
DisplayName_Chase Roullier,-4.1722,2.082,-2.004,0.045,-8.252,-0.092
DisplayName_Chaz Green,1.1786,1.256,0.938,0.348,-1.284,3.641
DisplayName_Chester Rogers,-9.2653,6.714,-1.38,0.168,-22.424,3.893
DisplayName_Chidobe Awuzie,-2.524,2.915,-0.866,0.387,-8.237,3.189
DisplayName_Chris Baker,-1.2002,2.77,-0.433,0.665,-6.629,4.229
DisplayName_Chris Banjo,2.3701,5.219,0.454,0.65,-7.859,12.599
DisplayName_Chris Board,-5.0869,4.384,-1.16,0.246,-13.68,3.507
DisplayName_Chris Carson,-3.5482,2.788,-1.273,0.203,-9.012,1.916
DisplayName_Chris Clark,-3.8239,2.264,-1.689,0.091,-8.262,0.614
DisplayName_Chris Conley,-3.1943,1.94,-1.646,0.1,-6.997,0.609
DisplayName_Chris Conte,-0.3603,3.548,-0.102,0.919,-7.315,6.594
DisplayName_Chris Covington,3.374e-11,1.1e-10,0.307,0.759,-1.82e-10,2.49e-10
DisplayName_Chris Godwin,-2.2643,2.213,-1.023,0.306,-6.601,2.073
DisplayName_Chris Hairston,1.9507,8.323,0.234,0.815,-14.362,18.264
DisplayName_Chris Harris,-1.9098,2.466,-0.774,0.439,-6.743,2.923
DisplayName_Chris Herndon,-0.7528,1.111,-0.678,0.498,-2.93,1.425
DisplayName_Chris Hogan,-2.1296,2.302,-0.925,0.355,-6.641,2.382
DisplayName_Chris Hubbard,-5.4186,5.359,-1.011,0.312,-15.922,5.084
DisplayName_Chris Ivory,-4.2326,2.631,-1.609,0.108,-9.389,0.924
DisplayName_Chris Johnson,-10.583,7.325,-1.445,0.148,-24.939,3.773
DisplayName_Chris Jones,-7.4169,6.433,-1.153,0.249,-20.025,5.191
DisplayName_Chris Lacy,-4.2425,2.689,-1.578,0.115,-9.512,1.027
DisplayName_Chris Landrum,1.9731,7.034,0.281,0.779,-11.813,15.759
DisplayName_Chris Long,-13.3344,16.447,-0.811,0.418,-45.57,18.901
DisplayName_Chris Manhertz,0.3307,1.0,0.331,0.741,-1.63,2.292
DisplayName_Chris Maragos,1.1099,3.693,0.301,0.764,-6.129,8.349
DisplayName_Chris Matthews,5.4437,9.548,0.57,0.569,-13.271,24.158
DisplayName_Chris McCain,-25.5991,26.183,-0.978,0.328,-76.916,25.718
DisplayName_Chris Milton,-6.4772,2.105,-3.077,0.002,-10.603,-2.351
DisplayName_Chris Moore,-4.8875,2.851,-1.715,0.086,-10.475,0.699
DisplayName_Chris Odom,6.1538,11.47,0.537,0.592,-16.327,28.634
DisplayName_Chris Prosinski,3.5902,6.373,0.563,0.573,-8.9,16.081
DisplayName_Chris Reed,1.0668,1.812,0.589,0.556,-2.484,4.618
DisplayName_Chris Smith,-14.9067,17.42,-0.856,0.392,-49.049,19.236
DisplayName_Chris Thompson,-10.6489,9.218,-1.155,0.248,-28.717,7.419
DisplayName_Chris Wormley,-7.3909,8.256,-0.895,0.371,-23.572,8.79
DisplayName_Christian Covington,-2.9868,6.704,-0.446,0.656,-16.126,10.152
DisplayName_Christian Jones,2.6458,8.171,0.324,0.746,-13.369,18.661
DisplayName_Christian Kirk,-4.0121,3.045,-1.317,0.188,-9.981,1.957
DisplayName_Christian Kirksey,-1.7127,4.232,-0.405,0.686,-10.007,6.582
DisplayName_Christian McCaffrey,-8.3777,6.706,-1.249,0.212,-21.521,4.766
DisplayName_Christian Ringo,-7.541,8.257,-0.913,0.361,-23.724,8.642
DisplayName_Christian Westerman,1.576,1.006,1.567,0.117,-0.396,3.547
DisplayName_Christine Michael,-3.9368,5.48,-0.718,0.472,-14.677,6.803
DisplayName_Chuck Clark,-0.0267,4.334,-0.006,0.995,-8.521,8.468
DisplayName_Chuks Okorafor,-0.4156,5.324,-0.078,0.938,-10.85,10.018
DisplayName_Chukwuma Okorafor,-1.3144,5.974,-0.22,0.826,-13.022,10.394
DisplayName_Chunky Clements,-5.7503,8.129,-0.707,0.479,-21.683,10.182
DisplayName_Claude Pelon,-3.9218,8.506,-0.461,0.645,-20.593,12.749
DisplayName_Clay Matthews,3.6162,9.544,0.379,0.705,-15.09,22.323
DisplayName_Clayton Fejedelem,1.6841,4.248,0.396,0.692,-6.642,10.01
DisplayName_Clayton Geathers,2.8492,7.019,0.406,0.685,-10.908,16.606
DisplayName_Cliff Avril,-17.5936,19.28,-0.913,0.361,-55.382,20.195
DisplayName_Clint Boling,-3.1783,2.674,-1.189,0.235,-8.419,2.062
DisplayName_Clinton McDonald,-8.7644,9.147,-0.958,0.338,-26.693,9.164
DisplayName_Clive Walford,-1.3779,1.435,-0.96,0.337,-4.19,1.434
DisplayName_Cobi Hamilton,-4.8126,2.903,-1.658,0.097,-10.502,0.877
DisplayName_Coby Fleener,0.531,1.512,0.351,0.725,-2.432,3.494
DisplayName_Cody Core,-4.2176,2.022,-2.086,0.037,-8.181,-0.254
DisplayName_Cody Davis,0.1275,3.6,0.035,0.972,-6.928,7.183
DisplayName_Cody Kessler,-2.821,2.887,-0.977,0.328,-8.479,2.837
DisplayName_Cody Latimer,-1.3673,2.833,-0.483,0.629,-6.92,4.186
DisplayName_Cody Whitehair,-0.9524,1.916,-0.497,0.619,-4.708,2.803
DisplayName_Colby Gossett,3.8318,4.768,0.804,0.422,-5.513,13.177
DisplayName_Cole Beasley,-10.2088,9.308,-1.097,0.273,-28.452,8.034
DisplayName_Cole Croston,-3.8228,4.129,-0.926,0.355,-11.916,4.27
DisplayName_Cole Hikutini,-11.0723,5.944,-1.863,0.062,-22.722,0.577
DisplayName_Cole Wick,-0.2413,2.558,-0.094,0.925,-5.255,4.772
DisplayName_Colin Jones,0.5637,4.291,0.131,0.895,-7.846,8.973
DisplayName_Colt McCoy,-3.6919,3.832,-0.963,0.335,-11.203,3.819
DisplayName_Connor Barwin,4.1569,9.476,0.439,0.661,-14.415,22.729
DisplayName_Connor McGovern,-1.6958,2.288,-0.741,0.459,-6.18,2.788
DisplayName_Connor Williams,-4.9161,4.639,-1.06,0.289,-14.009,4.177
DisplayName_Conor McDermott,-6.4032,3.006,-2.13,0.033,-12.295,-0.512
DisplayName_Cooper Kupp,-3.2606,1.964,-1.66,0.097,-7.11,0.589
DisplayName_Cooper Rush,0.8081,1.769,0.457,0.648,-2.66,4.276
DisplayName_Cordarrelle Patterson,6.0574,8.946,0.677,0.498,-11.476,23.591
DisplayName_Cordrea Tankersley,-2.5052,2.352,-1.065,0.287,-7.115,2.105
DisplayName_Cordy Glenn,7.0976,12.035,0.59,0.555,-16.49,30.686
DisplayName_Corey Clement,-4.4324,3.181,-1.394,0.163,-10.666,1.801
DisplayName_Corey Coleman,-8.4528,6.437,-1.313,0.189,-21.069,4.163
DisplayName_Corey Davis,-2.9783,1.855,-1.606,0.108,-6.614,0.657
DisplayName_Corey Graham,-1.3171,2.15,-0.613,0.54,-5.531,2.897
DisplayName_Corey Grant,-9.0035,7.323,-1.229,0.219,-23.357,5.35
DisplayName_Corey Levin,-1.8318,2.262,-0.81,0.418,-6.265,2.601
DisplayName_Corey Linsley,-6.3539,2.728,-2.329,0.02,-11.701,-1.007
DisplayName_Corey Liuget,-8.5073,8.316,-1.023,0.306,-24.806,7.792
DisplayName_Corey Moore,0.4703,2.864,0.164,0.87,-5.142,6.083
DisplayName_Corey Nelson,-5.1789,2.996,-1.729,0.084,-11.05,0.692
DisplayName_Corey Peters,1.9673,1.609,1.223,0.221,-1.185,5.12
DisplayName_Corey Robinson,-2.9417,3.958,-0.743,0.457,-10.699,4.815
DisplayName_Corey Thompson,-3.2018,2.072,-1.545,0.122,-7.263,0.859
DisplayName_Corn Elder,-8.5875,2.949,-2.912,0.004,-14.367,-2.808
DisplayName_Cornelius Lucas,2.2922,7.289,0.314,0.753,-11.993,16.578
DisplayName_Cornelius Washington,-11.4237,13.732,-0.832,0.405,-38.337,15.49
DisplayName_Cornell Armstrong,-7.9871,2.857,-2.795,0.005,-13.587,-2.387
DisplayName_Cory James,-2.245,3.117,-0.72,0.471,-8.354,3.864
DisplayName_Cory Littleton,-4.4589,2.51,-1.777,0.076,-9.378,0.46
DisplayName_Coty Sensabaugh,-6.2565,2.134,-2.932,0.003,-10.438,-2.075
DisplayName_Courtland Sutton,-0.0559,2.916,-0.019,0.985,-5.77,5.658
DisplayName_Courtney Upshaw,-13.5804,15.827,-0.858,0.391,-44.601,17.44
DisplayName_Craig Robertson,-1.0268,4.061,-0.253,0.8,-8.986,6.932
DisplayName_Cre'von LeBlanc,-4.0001,1.729,-2.313,0.021,-7.389,-0.611
DisplayName_Curtis Grant,0.379,8.043,0.047,0.962,-15.384,16.142
DisplayName_Curtis Riley,-6.404,1.555,-4.118,0.0,-9.452,-3.356
DisplayName_Curtis Samuel,-4.0743,3.995,-1.02,0.308,-11.905,3.756
DisplayName_Cyrus Jones,-3.666,6.589,-0.556,0.578,-16.58,9.248
DisplayName_Cyrus Kouandjio,-0.3435,5.778,-0.059,0.953,-11.669,10.982
DisplayName_D'Onta Foreman,0.2991,3.245,0.092,0.927,-6.06,6.659
DisplayName_D.J. Alexander,-0.9917,4.221,-0.235,0.814,-9.265,7.281
DisplayName_D.J. Chark,-8.1669,3.3,-2.475,0.013,-14.635,-1.699
DisplayName_D.J. Fluker,7.4105,7.328,1.011,0.312,-6.952,21.773
DisplayName_D.J. Foster,-10.9125,7.345,-1.486,0.137,-25.309,3.484
DisplayName_D.J. Hayden,-6.0612,1.592,-3.808,0.0,-9.181,-2.942
DisplayName_D.J. Humphries,-4.1391,2.493,-1.661,0.097,-9.024,0.746
DisplayName_D.J. Jones,-1.3578,2.5,-0.543,0.587,-6.258,3.542
DisplayName_D.J. Moore,0.8793,3.417,0.257,0.797,-5.818,7.577
DisplayName_D.J. Reader,5.7012,4.918,1.159,0.246,-3.939,15.341
DisplayName_D.J. Reed,-1.9657,3.234,-0.608,0.543,-8.305,4.374
DisplayName_D.J. Swearinger,2.8949,4.492,0.645,0.519,-5.908,11.698
DisplayName_D.J. White,-4.6876,2.152,-2.178,0.029,-8.905,-0.47
DisplayName_DJ Moore,2.5422,3.402,0.747,0.455,-4.126,9.211
DisplayName_Da'Mari Scott,-6.3014,6.767,-0.931,0.352,-19.565,6.962
DisplayName_Da'Norris Searcy,1.0846,4.389,0.247,0.805,-7.517,9.687
DisplayName_Da'Ron Payne,0.9941,1.373,0.724,0.469,-1.698,3.686
DisplayName_Da'Shawn Hand,-5.2697,8.927,-0.59,0.555,-22.767,12.228
DisplayName_DaQuan Jones,0.8352,2.464,0.339,0.735,-3.995,5.665
DisplayName_DaeSean Hamilton,-2.4224,2.164,-1.119,0.263,-6.664,1.819
DisplayName_Daeshon Hall,-18.0596,18.23,-0.991,0.322,-53.79,17.671
DisplayName_Dak Prescott,4.9085,3.702,1.326,0.185,-2.347,12.164
DisplayName_Dakota Dozier,-1.018,0.69,-1.475,0.14,-2.37,0.334
DisplayName_Dallas Goedert,0.4936,1.224,0.403,0.687,-1.904,2.892
DisplayName_Dalton Schultz,-3.3162,3.47,-0.956,0.339,-10.117,3.485
DisplayName_Dalvin Cook,-6.4249,5.396,-1.191,0.234,-17.0,4.15
DisplayName_Dalvin Tomlinson,-3.5105,3.338,-1.052,0.293,-10.053,3.032
DisplayName_Damarious Randall,-3.5223,1.718,-2.05,0.04,-6.889,-0.155
DisplayName_Damien Williams,-3.0729,2.596,-1.184,0.237,-8.161,2.015
DisplayName_Damien Wilson,0.9322,6.554,0.142,0.887,-11.913,13.778
DisplayName_Damiere Byrd,-8.9073,7.751,-1.149,0.25,-24.099,6.284
DisplayName_Damion Ratley,-5.3587,3.039,-1.763,0.078,-11.314,0.597
DisplayName_Damion Square,-7.1738,6.256,-1.147,0.252,-19.436,5.089
DisplayName_Damon Harrison,5.9853,5.755,1.04,0.298,-5.294,17.265
DisplayName_Damontae Kazee,-2.2376,1.712,-1.307,0.191,-5.593,1.118
DisplayName_Damontre Moore,-15.8145,19.375,-0.816,0.414,-53.789,22.16
DisplayName_Dan Arnold,-11.7385,9.695,-1.211,0.226,-30.74,7.263
DisplayName_Dan Feeney,-0.4584,1.191,-0.385,0.7,-2.793,1.876
DisplayName_Dan McCullers,5.929,6.065,0.978,0.328,-5.958,17.816
DisplayName_Dan Skipper,3.2245,4.066,0.793,0.428,-4.744,11.193
DisplayName_Dane Cruikshank,2.771,5.999,0.462,0.644,-8.986,14.528
DisplayName_Daniel Brown,-1.863,2.325,-0.801,0.423,-6.421,2.695
DisplayName_Daniel Kilgore,-9.5339,5.122,-1.861,0.063,-19.573,0.505
DisplayName_Daniel Munyer,-6.1807,2.64,-2.341,0.019,-11.355,-1.006
DisplayName_Daniel Ross,-9.7594,8.496,-1.149,0.251,-26.412,6.893
DisplayName_Daniel Sorensen,1.4604,4.841,0.302,0.763,-8.029,10.95
DisplayName_Danielle Hunter,-20.4476,21.669,-0.944,0.345,-62.918,22.022
DisplayName_Dannell Ellerbe,1.9621,7.044,0.279,0.781,-11.845,15.769
DisplayName_Danny Amendola,-8.1958,6.431,-1.275,0.202,-20.8,4.408
DisplayName_Danny Isidora,-1.5557,2.299,-0.677,0.499,-6.061,2.95
DisplayName_Danny Johnson,-0.2515,3.738,-0.067,0.946,-7.578,7.075
DisplayName_Danny Shelton,5.3578,4.481,1.196,0.232,-3.426,14.141
DisplayName_Danny Trevathan,0.2915,5.482,0.053,0.958,-10.453,11.036
DisplayName_Danny Vitale,1.0861,3.972,0.273,0.785,-6.699,8.872
DisplayName_Danny Woodhead,-8.623,8.159,-1.057,0.291,-24.615,7.369
DisplayName_Dante Fowler,4.2067,9.558,0.44,0.66,-14.526,22.94
DisplayName_Dante Pettis,-5.1592,3.942,-1.309,0.191,-12.885,2.566
DisplayName_Daren Bates,-5.6981,3.934,-1.448,0.148,-13.409,2.013
DisplayName_Darian Stewart,4.9702,6.77,0.734,0.463,-8.299,18.239
DisplayName_Darian Thompson,2.9353,6.192,0.474,0.635,-9.2,15.071
DisplayName_Darius Butler,-1.4068,1.933,-0.728,0.467,-5.196,2.383
DisplayName_Darius Jackson,-3.9201,3.678,-1.066,0.286,-11.128,3.288
DisplayName_Darius Jennings,-9.5472,7.772,-1.228,0.219,-24.779,5.685
DisplayName_Darius Kilgo,-2.9185,2.92,-0.999,0.318,-8.642,2.806
DisplayName_Darius Latham,-7.6127,7.216,-1.055,0.291,-21.756,6.531
DisplayName_Darius Leonard,-3.7632,3.007,-1.251,0.211,-9.657,2.131
DisplayName_Darius Phillips,-5.5593,1.828,-3.041,0.002,-9.143,-1.976
DisplayName_Darius Philon,-11.2935,12.163,-0.928,0.353,-35.133,12.546
DisplayName_Darius Powe,-1.0667,3.968,-0.269,0.788,-8.845,6.711
DisplayName_Darius Slay,-5.5567,1.531,-3.631,0.0,-8.556,-2.557
DisplayName_Daron Payne,0.6742,1.625,0.415,0.678,-2.51,3.858
DisplayName_Darqueze Dennard,-2.2612,2.541,-0.89,0.373,-7.241,2.719
DisplayName_Darrel Williams,-4.2859,3.209,-1.336,0.182,-10.576,2.004
DisplayName_Darrell Daniels,1.8756,1.521,1.233,0.217,-1.105,4.856
DisplayName_Darrell Williams,-7.1433,2.328,-3.069,0.002,-11.706,-2.581
DisplayName_Darrelle Revis,-2.7876,2.32,-1.201,0.23,-7.335,1.76
DisplayName_Darren Fells,3.5798,4.523,0.791,0.429,-5.285,12.445
DisplayName_Darren McFadden,-11.0972,6.939,-1.599,0.11,-24.698,2.503
DisplayName_Darren Sproles,-11.742,10.574,-1.11,0.267,-32.467,8.983
DisplayName_Darren Waller,3.0232,2.307,1.31,0.19,-1.499,7.545
DisplayName_Darrius Heyward-Bey,-2.3536,2.296,-1.025,0.305,-6.853,2.146
DisplayName_Darron Lee,-2.5857,3.563,-0.726,0.468,-9.569,4.398
DisplayName_Darryl Morris,-3.7875,2.741,-1.382,0.167,-9.161,1.586
DisplayName_Darryl Roberts,-8.4972,3.344,-2.541,0.011,-15.051,-1.943
DisplayName_Darryl Tapp,-13.4901,16.348,-0.825,0.409,-45.532,18.552
DisplayName_Darvin Kidsy,-6.735,6.321,-1.066,0.287,-19.124,5.654
DisplayName_Daryl Williams,2.3786,7.932,0.3,0.764,-13.169,17.926
DisplayName_Daryl Worley,1.6036,6.3,0.255,0.799,-10.745,13.952
DisplayName_Datone Jones,-10.3966,12.351,-0.842,0.4,-34.605,13.811
DisplayName_Davante Adams,0.2423,3.14,0.077,0.939,-5.913,6.397
DisplayName_David Amerson,-1.0767,3.593,-0.3,0.764,-8.119,5.966
DisplayName_David Andrews,-7.3836,2.921,-2.527,0.011,-13.109,-1.658
DisplayName_David Bakhtiari,-2.4347,3.123,-0.78,0.436,-8.556,3.686
DisplayName_David Bass,5.7578,12.819,0.449,0.653,-19.367,30.883
DisplayName_David DeCastro,0.506,0.672,0.754,0.451,-0.81,1.822
DisplayName_David Fales,0.1552,2.417,0.064,0.949,-4.582,4.892
DisplayName_David Fluellen,-3.5099,3.272,-1.073,0.283,-9.922,2.902
DisplayName_David Grinnage,1.7054,3.64,0.469,0.639,-5.429,8.84
DisplayName_David Harris,3.1128,8.295,0.375,0.707,-13.145,19.37
DisplayName_David Irving,-15.2896,15.974,-0.957,0.338,-46.598,16.019
DisplayName_David Johnson,-4.9261,2.485,-1.982,0.047,-9.797,-0.055
DisplayName_David King,-11.2425,13.514,-0.832,0.405,-37.73,15.245
DisplayName_David Mayo,2.5378,6.929,0.366,0.714,-11.042,16.118
DisplayName_David Moore,0.5899,3.354,0.176,0.86,-5.984,7.163
DisplayName_David Morgan,4.0892,3.456,1.183,0.237,-2.684,10.862
DisplayName_David Njoku,-1.483,2.303,-0.644,0.52,-5.996,3.03
DisplayName_David Onyemata,-8.9812,8.475,-1.06,0.289,-25.593,7.63
DisplayName_David Parry,1.9507,1.681,1.161,0.246,-1.343,5.245
DisplayName_David Quessenberry,-1.894,3.369,-0.562,0.574,-8.497,4.709
DisplayName_David Sharpe,3.6719,7.964,0.461,0.645,-11.937,19.281
DisplayName_David Williams,-2.4004,3.146,-0.763,0.445,-8.566,3.765
DisplayName_Davon Godchaux,-5.5098,5.293,-1.041,0.298,-15.884,4.865
DisplayName_Davon House,-4.5726,1.503,-3.041,0.002,-7.519,-1.626
DisplayName_Dawuane Smoot,-15.1651,18.136,-0.836,0.403,-50.712,20.382
DisplayName_De'Angelo Henderson,-7.4639,6.498,-1.149,0.251,-20.2,5.272
DisplayName_De'Angelo Henderson Sr.,0.6916,8.637,0.08,0.936,-16.237,17.621
DisplayName_De'Anthony Thomas,-8.9175,8.812,-1.012,0.312,-26.189,8.354
DisplayName_De'Lance Turner,-6.9256,7.75,-0.894,0.372,-22.115,8.264
DisplayName_De'Vante Harris,-3.4125,1.805,-1.891,0.059,-6.95,0.125
DisplayName_De'Vondre Campbell,-3.3594,3.404,-0.987,0.324,-10.031,3.312
DisplayName_DeAndre Carter,-5.7424,5.322,-1.079,0.281,-16.174,4.689
DisplayName_DeAndre Hopkins,-0.5846,2.578,-0.227,0.821,-5.638,4.469
DisplayName_DeAndre Houston-Carson,4.6029,4.218,1.091,0.275,-3.664,12.87
DisplayName_DeAndre Washington,-7.4381,5.407,-1.376,0.169,-18.035,3.159
DisplayName_DeAndrew White,-5.3102,4.164,-1.275,0.202,-13.472,2.851
DisplayName_DeAngelo Hall,2.829,3.419,0.827,0.408,-3.873,9.531
DisplayName_DeForest Buckner,-7.452,8.422,-0.885,0.376,-23.959,9.055
DisplayName_DeMarco Murray,-5.3809,3.17,-1.697,0.09,-11.595,0.833
DisplayName_DeMarcus Walker,-12.6549,13.767,-0.919,0.358,-39.638,14.328
DisplayName_DeSean Jackson,-10.7803,9.073,-1.188,0.235,-28.563,7.003
DisplayName_DeShawn Shead,2.2215,6.548,0.339,0.734,-10.613,15.056
DisplayName_DeShone Kizer,2.1234,2.149,0.988,0.323,-2.088,6.335
DisplayName_DeVante Bausby,-4.7332,1.948,-2.429,0.015,-8.552,-0.914
DisplayName_DeVante Parker,-0.6275,3.037,-0.207,0.836,-6.579,5.324
DisplayName_Deadrin Senat,-2.0324,2.868,-0.709,0.479,-7.654,3.589
DisplayName_Dean Lowry,-7.6302,9.448,-0.808,0.419,-26.148,10.887
DisplayName_Dean Marlowe,1.62,5.473,0.296,0.767,-9.107,12.348
DisplayName_Deandre Coleman,3.7649,3.175,1.186,0.236,-2.459,9.989
DisplayName_Deante Burton,-3.0116,3.888,-0.775,0.439,-10.632,4.609
DisplayName_Deatrich Wise,-13.3277,15.215,-0.876,0.381,-43.149,16.494
DisplayName_Dede Westbrook,-11.702,8.863,-1.32,0.187,-29.073,5.669
DisplayName_Dee Ford,-18.848,21.416,-0.88,0.379,-60.822,23.127
DisplayName_Deion Jones,-4.0752,2.454,-1.661,0.097,-8.885,0.735
DisplayName_Deiondre' Hall,2.6828,7.392,0.363,0.717,-11.806,17.171
DisplayName_Deiontrez Mount,3.0765,9.027,0.341,0.733,-14.615,20.768
DisplayName_Dekoda Watson,2.5772,7.056,0.365,0.715,-11.252,16.406
DisplayName_Delanie Walker,-0.0843,1.927,-0.044,0.965,-3.862,3.693
DisplayName_Delano Hill,4.3534,7.132,0.61,0.542,-9.624,18.331
DisplayName_Demar Dotson,-3.6779,3.809,-0.966,0.334,-11.143,3.787
DisplayName_Demarcus Lawrence,-15.9635,17.854,-0.894,0.371,-50.956,19.029
DisplayName_Demarcus Robinson,-4.4753,2.365,-1.892,0.058,-9.111,0.161
DisplayName_Demario Davis,1.6028,7.705,0.208,0.835,-13.499,16.705
DisplayName_Demaryius Thomas,2.52,5.287,0.477,0.634,-7.842,12.882
DisplayName_Demetrious Cox,-1.0535,4.153,-0.254,0.8,-9.194,7.087
DisplayName_Demetrius Harris,-7.1979,6.93,-1.039,0.299,-20.781,6.385
DisplayName_Demone Harris,2.3192,14.899,0.156,0.876,-26.883,31.521
DisplayName_Denico Autry,-14.4937,12.791,-1.133,0.257,-39.564,10.576
DisplayName_Dennis Kelly,-0.2803,5.354,-0.052,0.958,-10.773,10.213
DisplayName_Denzel Perryman,0.3872,5.871,0.066,0.947,-11.119,11.894
DisplayName_Denzel Rice,-1.2144,3.915,-0.31,0.756,-8.888,6.459
DisplayName_Denzel Ward,-4.5232,1.508,-2.999,0.003,-7.479,-1.567
DisplayName_Denzelle Good,5.5836,10.764,0.519,0.604,-15.514,26.681
