,coef,std err,t,P>|t|,[0.025,0.975]
"OffensePersonnel_1 RB, 3 TE, 0 WR,1 DL",3.7424,1.13,3.311,0.001,1.527,5.958
"OffensePersonnel_1 RB, 3 TE, 0 WR,1 LB",5.0827,1.287,3.948,0.0,2.56,7.606
"OffensePersonnel_1 RB, 3 TE, 1 WR",3.545,1.057,3.354,0.001,1.474,5.616
"OffensePersonnel_1 RB, 4 TE, 0 WR",3.6542,1.213,3.013,0.003,1.277,6.031
"OffensePersonnel_2 QB, 1 RB, 0 TE, 3 WR",2.8699,1.205,2.382,0.017,0.509,5.231
"OffensePersonnel_2 QB, 1 RB, 1 TE, 2 WR",3.1124,1.078,2.889,0.004,1.001,5.224
"OffensePersonnel_2 QB, 1 RB, 2 TE, 1 WR",2.2276,1.146,1.944,0.052,-0.019,4.474
"OffensePersonnel_2 QB, 1 RB, 3 TE, 0 WR",4.7891,1.485,3.226,0.001,1.879,7.699
"OffensePersonnel_2 QB, 2 RB, 0 TE, 2 WR",3.1643,1.516,2.087,0.037,0.192,6.136
"OffensePersonnel_2 QB, 2 RB, 1 TE, 1 WR",6.9042,1.1,6.274,0.0,4.747,9.061
"OffensePersonnel_2 QB, 2 RB, 2 TE, 0 WR",5.9237,1.81,3.272,0.001,2.375,9.472
"OffensePersonnel_2 QB, 3 RB, 1 TE, 0 WR",0.9984,1.959,0.51,0.61,-2.841,4.838
"OffensePersonnel_2 RB, 0 TE, 3 WR",3.4141,1.063,3.213,0.001,1.331,5.497
"OffensePersonnel_2 RB, 1 TE, 1 WR,1 DB",2.1177,1.875,1.129,0.259,-1.558,5.793
"OffensePersonnel_2 RB, 1 TE, 2 WR",3.9113,1.056,3.702,0.0,1.841,5.982
"OffensePersonnel_2 RB, 2 TE, 0 WR,1 DL",2.6374,1.531,1.722,0.085,-0.364,5.639
"OffensePersonnel_2 RB, 2 TE, 1 WR",4.1439,1.057,3.919,0.0,2.072,6.216
"OffensePersonnel_2 RB, 3 TE, 0 WR",3.6355,1.082,3.359,0.001,1.514,5.757
"OffensePersonnel_2 RB, 3 TE, 1 WR",3.0645,1.921,1.595,0.111,-0.701,6.831
"OffensePersonnel_3 RB, 0 TE, 2 WR",1.577,1.136,1.388,0.165,-0.649,3.803
"OffensePersonnel_3 RB, 1 TE, 1 WR",3.3301,1.096,3.038,0.002,1.181,5.479
"OffensePersonnel_3 RB, 2 TE, 0 WR",4.4783,1.254,3.57,0.0,2.02,6.937
"OffensePersonnel_6 OL, 0 RB, 2 TE, 2 WR",-1.1298,1.875,-0.603,0.547,-4.805,2.545
"OffensePersonnel_6 OL, 1 RB, 0 TE, 3 WR",3.4709,1.067,3.252,0.001,1.379,5.563
"OffensePersonnel_6 OL, 1 RB, 1 TE, 0 WR,2 DL",4.3901,1.817,2.416,0.016,0.828,7.952
"OffensePersonnel_6 OL, 1 RB, 1 TE, 1 WR,1 DL",3.3831,1.206,2.806,0.005,1.02,5.746
"OffensePersonnel_6 OL, 1 RB, 1 TE, 2 WR",3.0781,1.059,2.907,0.004,1.003,5.153
"OffensePersonnel_6 OL, 1 RB, 2 TE, 0 WR,1 DL",4.267,1.137,3.751,0.0,2.038,6.496
"OffensePersonnel_6 OL, 1 RB, 2 TE, 0 WR,1 LB",4.3616,1.167,3.739,0.0,2.075,6.648
"OffensePersonnel_6 OL, 1 RB, 2 TE, 1 WR",3.7339,1.059,3.527,0.0,1.659,5.809
"OffensePersonnel_6 OL, 1 RB, 3 TE, 0 WR",4.294,1.087,3.951,0.0,2.164,6.424
"OffensePersonnel_6 OL, 2 RB, 0 TE, 2 WR",5.3282,1.079,4.937,0.0,3.213,7.444
"OffensePersonnel_6 OL, 2 RB, 1 TE, 0 WR,1 DL",3.4927,1.189,2.937,0.003,1.162,5.824
"OffensePersonnel_6 OL, 2 RB, 1 TE, 1 WR",4.2516,1.06,4.009,0.0,2.173,6.33
"OffensePersonnel_6 OL, 2 RB, 2 TE, 0 WR",4.4632,1.073,4.158,0.0,2.36,6.567
"OffensePersonnel_6 OL, 3 RB, 0 TE, 1 WR",4.6982,1.808,2.599,0.009,1.155,8.242
"OffensePersonnel_7 OL, 1 RB, 0 TE, 2 WR",3.1378,1.093,2.871,0.004,0.995,5.28
"OffensePersonnel_7 OL, 1 RB, 2 TE, 0 WR",4.1519,1.168,3.553,0.0,1.862,6.442
"OffensePersonnel_7 OL, 2 RB, 0 TE, 1 WR",4.3252,1.167,3.706,0.0,2.038,6.612
"OffensePersonnel_7 OL, 2 RB, 1 TE, 0 WR",3.6716,1.533,2.395,0.017,0.667,6.676
"DefensePersonnel_0 DL, 5 LB, 6 DB",-2.475,1.023,-2.421,0.015,-4.479,-0.471
"DefensePersonnel_0 DL, 6 LB, 5 DB",-2.3021,1.317,-1.748,0.081,-4.884,0.28
"DefensePersonnel_1 DL, 2 LB, 8 DB",2.929,1.678,1.745,0.081,-0.36,6.218
"DefensePersonnel_1 DL, 3 LB, 7 DB",-1.6567,0.919,-1.803,0.071,-3.458,0.145
"DefensePersonnel_1 DL, 4 LB, 6 DB",-1.7737,0.837,-2.119,0.034,-3.415,-0.133
"DefensePersonnel_1 DL, 5 LB, 5 DB",-2.4596,0.863,-2.851,0.004,-4.151,-0.769
"DefensePersonnel_2 DL, 2 LB, 7 DB",1.4509,0.914,1.588,0.112,-0.34,3.242
"DefensePersonnel_2 DL, 3 LB, 6 DB",-1.9071,0.819,-2.329,0.02,-3.512,-0.302
"DefensePersonnel_2 DL, 4 LB, 4 DB, 1 OL",-0.5389,1.179,-0.457,0.648,-2.849,1.771
"DefensePersonnel_2 DL, 4 LB, 5 DB",-2.2137,0.817,-2.711,0.007,-3.814,-0.613
"DefensePersonnel_2 DL, 5 LB, 4 DB",-3.021,0.881,-3.431,0.001,-4.747,-1.295
"DefensePersonnel_3 DL, 1 LB, 7 DB",-3.0241,0.926,-3.265,0.001,-4.84,-1.209
"DefensePersonnel_3 DL, 2 LB, 6 DB",-1.9738,0.823,-2.398,0.016,-3.587,-0.36
"DefensePersonnel_3 DL, 3 LB, 5 DB",-2.3275,0.817,-2.85,0.004,-3.928,-0.727
"DefensePersonnel_3 DL, 4 LB, 3 DB, 1 OL",-0.8079,1.756,-0.46,0.646,-4.251,2.635
"DefensePersonnel_3 DL, 4 LB, 4 DB",-2.2758,0.818,-2.783,0.005,-3.879,-0.673
"DefensePersonnel_3 DL, 5 LB, 3 DB",-1.6313,0.842,-1.938,0.053,-3.281,0.019
"DefensePersonnel_4 DL, 0 LB, 7 DB",-4.9755,1.242,-4.005,0.0,-7.411,-2.54
"DefensePersonnel_4 DL, 1 LB, 6 DB",-1.7267,0.82,-2.105,0.035,-3.335,-0.119
"DefensePersonnel_4 DL, 2 LB, 5 DB",-2.219,0.816,-2.718,0.007,-3.819,-0.619
"DefensePersonnel_4 DL, 3 LB, 4 DB",-2.3939,0.818,-2.928,0.003,-3.997,-0.791
"DefensePersonnel_4 DL, 4 LB, 3 DB",-3.1543,0.826,-3.818,0.0,-4.773,-1.535
"DefensePersonnel_4 DL, 5 LB, 1 DB, 1 OL",-2.7009,1.768,-1.528,0.127,-6.166,0.765
"DefensePersonnel_4 DL, 5 LB, 2 DB",-3.0047,1.078,-2.787,0.005,-5.118,-0.892
"DefensePersonnel_4 DL, 6 LB, 1 DB",-2.9698,1.443,-2.058,0.04,-5.798,-0.141
"DefensePersonnel_5 DL, 1 LB, 5 DB",-3.2876,0.852,-3.859,0.0,-4.958,-1.618
"DefensePersonnel_5 DL, 2 LB, 4 DB",-1.7131,0.827,-2.073,0.038,-3.333,-0.093
"DefensePersonnel_5 DL, 3 LB, 2 DB, 1 OL",-3.9334,1.011,-3.891,0.0,-5.914,-1.952
"DefensePersonnel_5 DL, 3 LB, 3 DB",-3.3929,0.835,-4.064,0.0,-5.029,-1.757
"DefensePersonnel_5 DL, 4 LB, 1 DB, 1 OL",-3.7013,1.218,-3.04,0.002,-6.088,-1.315
"DefensePersonnel_5 DL, 4 LB, 2 DB",-2.9088,0.859,-3.388,0.001,-4.592,-1.226
"DefensePersonnel_5 DL, 5 LB, 1 DB",-3.9757,1.019,-3.901,0.0,-5.973,-1.978
"DefensePersonnel_6 DL, 1 LB, 4 DB",-4.6754,1.891,-2.472,0.013,-8.382,-0.969
"DefensePersonnel_6 DL, 2 LB, 3 DB",-3.9563,0.876,-4.517,0.0,-5.673,-2.24
"DefensePersonnel_6 DL, 3 LB, 2 DB",-3.7109,0.858,-4.325,0.0,-5.393,-2.029
"DefensePersonnel_6 DL, 4 LB, 1 DB",-3.6558,0.855,-4.275,0.0,-5.332,-1.98
"DefensePersonnel_7 DL, 2 LB, 2 DB",-3.436,1.687,-2.037,0.042,-6.742,-0.13
PlayDirection_right,-0.0471,0.02,-2.329,0.02,-0.087,-0.007
Position_CB,-31.8745,32.189,-0.99,0.322,-94.963,31.214
Position_DB,-34.4014,32.573,-1.056,0.291,-98.243,29.44
Position_DE,-2.3066,6.081,-0.379,0.704,-14.225,9.612
Position_DL,-15.1266,12.415,-1.218,0.223,-39.459,9.206
Position_DT,1.0398,6.391,0.163,0.871,-11.486,13.565
Position_FB,-20.0559,16.08,-1.247,0.212,-51.573,11.461
Position_G,-3.5298,2.359,-1.497,0.135,-8.153,1.093
Position_HB,-24.6108,21.436,-1.148,0.251,-66.624,17.402
Position_LB,-23.6222,24.374,-0.969,0.332,-71.394,24.15
Position_NT,-2.3201,2.855,-0.813,0.416,-7.915,3.275
Position_OG,-3.4017,2.695,-1.262,0.207,-8.684,1.881
Position_OT,-1.9827,2.596,-0.764,0.445,-7.072,3.106
Position_QB,-28.7302,23.337,-1.231,0.218,-74.471,17.011
Position_RB,-23.9872,22.455,-1.068,0.285,-67.999,20.025
Position_S,-34.4905,32.696,-1.055,0.291,-98.574,29.593
Position_TE,-21.3828,15.54,-1.376,0.169,-51.842,9.076
Position_WR,-30.2546,28.361,-1.067,0.286,-85.842,25.333
StadiumType_Outdoor,0.1182,0.046,2.564,0.01,0.028,0.209
Turf_Mix,-0.2397,0.089,-2.678,0.007,-0.415,-0.064
Turf_Natural,-0.3844,0.036,-10.818,0.0,-0.454,-0.315
GameWeather_Cloudy,-0.0416,0.037,-1.116,0.264,-0.115,0.031
GameWeather_Cold,-0.2351,0.141,-1.667,0.096,-0.512,0.041
GameWeather_Fair,-0.4548,0.106,-4.293,0.0,-0.662,-0.247
GameWeather_Hazy,0.0217,0.142,0.153,0.878,-0.256,0.3
GameWeather_Indoor,-0.037,0.067,-0.556,0.578,-0.168,0.094
GameWeather_Overcast,-0.7789,0.171,-4.564,0.0,-1.113,-0.444
GameWeather_Rain,-0.0529,0.056,-0.939,0.348,-0.163,0.057
GameWeather_Snow,-0.1738,0.123,-1.418,0.156,-0.414,0.066
GameWeather_Sunny,0.0668,0.04,1.673,0.094,-0.011,0.145
WindDirection_n,0.3704,0.066,5.634,0.0,0.242,0.499
WindDirection_ne,0.2148,0.058,3.718,0.0,0.102,0.328
WindDirection_nw,0.3724,0.062,6.046,0.0,0.252,0.493
WindDirection_s,0.4718,0.063,7.47,0.0,0.348,0.596
WindDirection_se,0.3437,0.063,5.48,0.0,0.221,0.467
WindDirection_sw,0.4043,0.06,6.768,0.0,0.287,0.521
WindDirection_w,0.3551,0.068,5.22,0.0,0.222,0.488
TeamAbbr_ATL,0.5315,0.324,1.642,0.101,-0.103,1.166
TeamAbbr_BAL,0.3523,0.318,1.107,0.268,-0.271,0.976
TeamAbbr_BUF,-0.0936,0.279,-0.335,0.737,-0.641,0.454
TeamAbbr_CAR,0.4438,0.291,1.526,0.127,-0.126,1.014
TeamAbbr_CHI,-0.2643,0.307,-0.861,0.389,-0.866,0.337
TeamAbbr_CIN,0.1607,0.32,0.502,0.616,-0.467,0.789
TeamAbbr_CLE,0.2387,0.229,1.044,0.296,-0.209,0.687
TeamAbbr_DAL,-0.0472,0.285,-0.166,0.868,-0.605,0.511
TeamAbbr_DEN,0.1505,0.299,0.504,0.614,-0.435,0.736
TeamAbbr_DET,0.0527,0.257,0.206,0.837,-0.45,0.556
TeamAbbr_GB,-0.0859,0.272,-0.316,0.752,-0.618,0.447
TeamAbbr_HOU,-0.9182,0.252,-3.644,0.0,-1.412,-0.424
TeamAbbr_IND,0.1727,0.258,0.668,0.504,-0.334,0.679
TeamAbbr_JAX,0.4287,0.288,1.491,0.136,-0.135,0.992
TeamAbbr_KC,0.3547,0.27,1.315,0.189,-0.174,0.883
TeamAbbr_LA,0.9867,0.275,3.59,0.0,0.448,1.525
TeamAbbr_LAC,0.1818,0.284,0.641,0.522,-0.374,0.738
TeamAbbr_MIA,0.3051,0.263,1.159,0.247,-0.211,0.821
TeamAbbr_MIN,-0.0245,0.309,-0.079,0.937,-0.631,0.582
TeamAbbr_NE,0.6772,0.274,2.473,0.013,0.14,1.214
TeamAbbr_NO,0.0704,0.31,0.227,0.82,-0.536,0.677
TeamAbbr_NYG,0.4291,0.235,1.826,0.068,-0.032,0.89
TeamAbbr_NYJ,0.5252,0.31,1.693,0.091,-0.083,1.133
TeamAbbr_OAK,0.547,0.227,2.406,0.016,0.101,0.992
TeamAbbr_PHI,0.2488,0.303,0.821,0.412,-0.345,0.843
TeamAbbr_PIT,-0.1227,0.396,-0.31,0.756,-0.898,0.653
TeamAbbr_SEA,0.1253,0.268,0.468,0.64,-0.399,0.65
TeamAbbr_SF,0.3427,0.279,1.228,0.22,-0.204,0.89
TeamAbbr_TB,0.253,0.29,0.873,0.383,-0.315,0.821
TeamAbbr_TEN,0.1677,0.306,0.548,0.584,-0.432,0.768
TeamAbbr_WAS,0.2408,0.272,0.886,0.376,-0.292,0.774
OppTeamAbbr_ATL,0.3058,0.089,3.445,0.001,0.132,0.48
OppTeamAbbr_BAL,0.0542,0.089,0.609,0.542,-0.12,0.229
OppTeamAbbr_BUF,-0.169,0.09,-1.872,0.061,-0.346,0.008
OppTeamAbbr_CAR,0.4687,0.09,5.211,0.0,0.292,0.645
OppTeamAbbr_CHI,-0.1606,0.087,-1.851,0.064,-0.331,0.009
OppTeamAbbr_CIN,0.034,0.091,0.375,0.708,-0.144,0.212
OppTeamAbbr_CLE,0.2992,0.088,3.415,0.001,0.127,0.471
OppTeamAbbr_DAL,0.0039,0.086,0.045,0.964,-0.166,0.173
OppTeamAbbr_DEN,0.2516,0.085,2.957,0.003,0.085,0.418
OppTeamAbbr_DET,-0.0759,0.088,-0.866,0.386,-0.248,0.096
OppTeamAbbr_GB,-0.0383,0.097,-0.395,0.693,-0.228,0.152
OppTeamAbbr_HOU,-0.4858,0.088,-5.525,0.0,-0.658,-0.313
OppTeamAbbr_IND,-0.1379,0.087,-1.592,0.111,-0.308,0.032
OppTeamAbbr_JAX,0.2078,0.086,2.409,0.016,0.039,0.377
OppTeamAbbr_KC,0.343,0.088,3.897,0.0,0.17,0.515
OppTeamAbbr_LA,0.8062,0.085,9.478,0.0,0.639,0.973
OppTeamAbbr_LAC,0.1937,0.089,2.18,0.029,0.02,0.368
OppTeamAbbr_MIA,0.3722,0.088,4.236,0.0,0.2,0.544
OppTeamAbbr_MIN,-0.1053,0.087,-1.206,0.228,-0.276,0.066
OppTeamAbbr_NE,0.434,0.091,4.751,0.0,0.255,0.613
OppTeamAbbr_NO,0.2415,0.088,2.746,0.006,0.069,0.414
OppTeamAbbr_NYG,0.1993,0.089,2.244,0.025,0.025,0.373
OppTeamAbbr_NYJ,-0.1542,0.09,-1.704,0.088,-0.332,0.023
OppTeamAbbr_OAK,0.3637,0.087,4.193,0.0,0.194,0.534
OppTeamAbbr_PHI,0.1697,0.089,1.903,0.057,-0.005,0.344
OppTeamAbbr_PIT,-0.0033,0.089,-0.037,0.971,-0.178,0.171
OppTeamAbbr_SEA,-0.011,0.091,-0.121,0.904,-0.189,0.167
OppTeamAbbr_SF,0.2414,0.085,2.842,0.004,0.075,0.408
OppTeamAbbr_TB,0.102,0.089,1.143,0.253,-0.073,0.277
OppTeamAbbr_TEN,0.0739,0.087,0.851,0.395,-0.096,0.244
OppTeamAbbr_WAS,0.2039,0.088,2.323,0.02,0.032,0.376
